cluster_id,keyword_hit,advertiser_name,page_id,ad_archive_id,started_running,still_active,days_live,countries,surfaces,variant_count,hook_first_line,headline,destination_url,eu_reach,longest_single_creative_days,total_span_days,relaunch,country_count,aftenskole_flag,target_ages,target_gender,lp_h1,lp_page_type,price_visible
C1,spiralling,Family Court Guide,347735631764950,2098836114180876,2026-05-30,True,91,GB,facebook|instagram|audience_network,1,Attention Parents Going Through Divorce❗️,Stop Family Court Draining Your Business – Smarter Strategy. Lower Costs.,fb.me,,123,123,False,1,False,25-65,Men,,,
C1,spiralling,Family Court Guide,347735631764950,1290983276352005,2026-05-30,True,91,GB,facebook|instagram|audience_network,1,Attention Parents Going Through Divorce❗️,Stop Family Court Draining Your Business – Smarter Strategy. Lower Costs.,fb.me,,123,123,False,1,False,25-65,Men,,,
C1,spiralling,Family Court Guide,347735631764950,1483520043468600,2026-05-30,True,91,GB,facebook|instagram|audience_network,1,Attention Parents Going Through Divorce❗️,Stop Family Court Draining Your Business – Smarter Strategy. Lower Costs.,fb.me,,123,123,False,1,False,25-65,Men,,,
C2,mental load,Katie Day Coach & Speaker,365030510036976,2538876546594780,2026-05-30,True,91,US,instagram,2,I didn’t create this because I’m naturally organized.,Habit Hacks for Busy Moms,ohkatieday.com,15,91,91,False,2,False,32-55,Women,,,
C2,mental load,Katie Day Coach & Speaker,365030510036976,2538876546594780,2026-05-30,True,91,AU,instagram,2,I didn’t create this because I’m naturally organized.,Habit Hacks for Busy Moms,ohkatieday.com,15,91,91,False,2,False,32-55,Women,,,
C1,spiralling,Family Court Guide,347735631764950,921551927588381,2026-05-31,True,90,GB,facebook|instagram|audience_network,1,Attention Parents Going Through Divorce❗️,Stop Family Court Draining Your Business – Smarter Strategy. Lower Costs.,fb.me,,123,123,False,1,False,25-65,Men,,,
C2,mental load,North Time,818718004669418,1706316880717417,2026-06-01,True,89,DE,facebook|instagram|audience_network|messenger|threads,1,"You don't need a ""new you."" You need one small thing that makes your day lighter. This is it. ✨",⭐️⭐️⭐️⭐️⭐️ 4.8/5,thenorthtime.com,178,89,89,False,3,False,18-65,Women,,direct_checkout,$3.95
C2,mental load,North Time,818718004669418,1706316880717417,2026-06-01,True,89,US,facebook|instagram|audience_network|messenger|threads,1,"You don't need a ""new you."" You need one small thing that makes your day lighter. This is it. ✨",⭐️⭐️⭐️⭐️⭐️ 4.8/5,thenorthtime.com,178,89,89,False,3,False,18-65,Women,,direct_checkout,$3.95
C2,mental load,North Time,818718004669418,1706316880717417,2026-06-01,True,89,AU,facebook|instagram|audience_network|messenger|threads,1,"You don't need a ""new you."" You need one small thing that makes your day lighter. This is it. ✨",⭐️⭐️⭐️⭐️⭐️ 4.8/5,thenorthtime.com,178,89,89,False,3,False,18-65,Women,,direct_checkout,$3.95
C1,spiralling,Family Court Guide,347735631764950,1762431598072708,2026-06-02,True,88,GB,facebook|instagram|audience_network,1,Attention Parents Going Through Divorce❗️,Stop Family Court Draining Your Business – Smarter Strategy. Lower Costs.,fb.me,,123,123,False,1,False,25-65,Men,,,
C2,mental load,Megan Sumrell,410208109521322,1629176384831029,2026-06-02,True,88,US,facebook|instagram|audience_network|messenger|threads,1,"I stopped taking productivity advice from non caregivers years ago, and I want to tell you why.",Their Systems Aren't Built for You,www.thepinkbee.com,,88,88,False,2,False,25-65,Women,NEVER  ENDS...,vsl,gated
C2,mental load,Megan Sumrell,410208109521322,1629176384831029,2026-06-02,True,88,AU,facebook|instagram|audience_network|messenger|threads,1,"I stopped taking productivity advice from non caregivers years ago, and I want to tell you why.",Their Systems Aren't Built for You,www.thepinkbee.com,,88,88,False,2,False,25-65,Women,NEVER  ENDS...,vsl,gated
C4,somatic,Evolving Temple,103952155874340,967328536297897,2026-06-02,True,88,DK,facebook|instagram|audience_network|messenger|threads,1,"𝐏𝐚𝐫𝐚𝐝𝐢𝐠𝐦-𝐒𝐡𝐢𝐟𝐭𝐢𝐧𝐠 𝐏𝐬𝐲𝐜𝐡𝐞𝐝𝐞𝐥𝐢𝐜 𝐈𝐧𝐭𝐞𝐠𝐫𝐚𝐭𝐢𝐨𝐧 𝐑𝐞𝐭𝐫𝐞𝐚𝐭 𝐢𝐧 𝐭𝐡𝐞 𝐍𝐞𝐭𝐡𝐞𝐫𝐥𝐚𝐧𝐝𝐬. A Sacred Journey of Healing, Transformation, and Awakening",Psychedelic Retreat in the Netherlands,evolvingtemple.org,8954,88,88,False,1,False,25-65,All,Welcome to  Evolving Temple,application_form,gated
C4,fight or flight,The Bio-Axis,1074682605730741,1397286762228803,2026-06-02,True,88,DK,facebook|instagram|audience_network|messenger|threads,1,You can't think your way out of survival mode.,Your Body Is Stuck in Survival Mode. Here's the Way Out.,thebioaxis.com,3014,88,88,False,1,False,18-65,All,THE BIO AXIS,direct_checkout,"€29,95"
C1,spiralling,Family Court Guide,347735631764950,1495545745368670,2026-06-03,True,87,GB,facebook|instagram|audience_network,1,Attention Parents Going Through Divorce❗️,Stop Family Court Draining Your Business – Smarter Strategy. Lower Costs.,fb.me,,123,123,False,1,False,25-65,Men,,,
C6,burnout recovery,Naturemma Azores ,964114916781590,966810859317368,2026-06-03,True,87,DE,facebook|instagram|messenger,1,"🍃 Quiet Reset Retreat | São Miguel, Azores 🍃",,,6110,87,87,False,3,False,18-65,All,,,
C6,burnout recovery,Naturemma Azores ,964114916781590,966810859317368,2026-06-03,True,87,NL,facebook|instagram|messenger,1,"🍃 Quiet Reset Retreat | São Miguel, Azores 🍃",,,6110,87,87,False,3,False,18-65,All,,,
C6,burnout recovery,Naturemma Azores ,964114916781590,966810859317368,2026-06-03,True,87,US,facebook|instagram|messenger,1,"🍃 Quiet Reset Retreat | São Miguel, Azores 🍃",,,6110,87,87,False,3,False,18-65,All,,,
C2,can't switch off,St Palo,672474336484932,1673122860564799,2026-06-05,True,85,GB,facebook|instagram|audience_network|messenger|threads,1,POV: you’ve had a long day…,Can't Switch Off?,www.stpalo.com,,85,85,False,1,False,18-65,All,St Palo,application_form,gated
C5,high functioning,Just the Tonic,103275408118088,1307883444330158,2026-06-06,True,84,GB,facebook|instagram|audience_network|messenger|threads,1,"You know that voice in your head that says ""I'll cut back tomorrow""?",How To Break Free From Alcohol After 10+ Years Of Daily Drinking,https://go.justthetoniccoach.com/alcohol-freedom-method,,84,84,False,3,False,25-65,All,"""The Alcohol Freedom System""",unknown,£17
C5,high functioning,Just the Tonic,103275408118088,1307883444330158,2026-06-06,True,84,US,facebook|instagram|audience_network|messenger|threads,1,"You know that voice in your head that says ""I'll cut back tomorrow""?",How To Break Free From Alcohol After 10+ Years Of Daily Drinking,https://go.justthetoniccoach.com/alcohol-freedom-method,,84,84,False,3,False,25-65,All,"""The Alcohol Freedom System""",unknown,£17
C5,high functioning,Just the Tonic,103275408118088,1307883444330158,2026-06-06,True,84,AU,facebook|instagram|audience_network|messenger|threads,1,"You know that voice in your head that says ""I'll cut back tomorrow""?",How To Break Free From Alcohol After 10+ Years Of Daily Drinking,https://go.justthetoniccoach.com/alcohol-freedom-method,,84,84,False,3,False,25-65,All,"""The Alcohol Freedom System""",unknown,£17
C4,regulate your nervous system,Training Unity,1035130496532171,823308843984197,2026-06-08,True,82,GB,facebook|instagram|audience_network|messenger|threads,2,Ladies! Strength training for women isn't just physical — it's mental training disguised as exercise.,Get Expert Support - On and Off the Gym Floor 👉,trainingunity.co.uk/6-weeks-kickstarter,,82,82,False,1,False,25-65,All,,,
C8,stresscoach,Lind & Dahl,1235078359881513,3586295114842837,2026-06-08,True,82,DK,facebook|instagram|audience_network|messenger|threads,1,"3 uddannelser i 1 uddannelse - Psykoterapeut, Stresscoach, Positiv Psykologiformidler",Psykoterapeutuddannelse,https://lindogdahl.dk/,132554,82,82,False,1,False,18-65,All,,,
C1,lying awake,Cholesterol Relief Community,866655706540346,1764904544497154,2026-06-09,True,81,DK,facebook|instagram|audience_network|threads,2,I refused Metformin for 3 years. Here's what happened to my blood sugar.,Natural Relief in Weeks,shop.pipitea.com,83745,81,81,False,3,False,18-65,All,DEAL ENDING IN:,optin,gated
C1,lying awake,Cholesterol Relief Community,866655706540346,940120315726950,2026-06-09,True,81,DK,facebook|instagram|audience_network|threads,2,I refused Metformin for 3 years. Here's what happened to my blood sugar.,Natural Relief in Weeks,shop.pipitea.com,746,81,81,False,3,False,18-65,All,DEAL ENDING IN:,optin,gated
C1,lying awake,Cholesterol Relief Community,866655706540346,2126355604950678,2026-06-09,True,81,DK,facebook|instagram|audience_network|threads,2,I refused Metformin for 3 years. Here's what happened to my blood sugar.,Natural Relief in Weeks,shop.pipitea.com,12001,81,81,False,3,False,18-65,All,DEAL ENDING IN:,optin,gated
C1,lying awake,Cholesterol Relief Community,866655706540346,1764904544497154,2026-06-09,True,81,DE,facebook|instagram|audience_network|threads,2,I refused Metformin for 3 years. Here's what happened to my blood sugar.,Natural Relief in Weeks,shop.pipitea.com,83745,81,81,False,3,False,18-65,All,DEAL ENDING IN:,optin,gated
C1,lying awake,Cholesterol Relief Community,866655706540346,940120315726950,2026-06-09,True,81,DE,facebook|instagram|audience_network|threads,2,I refused Metformin for 3 years. Here's what happened to my blood sugar.,Natural Relief in Weeks,shop.pipitea.com,746,81,81,False,3,False,18-65,All,DEAL ENDING IN:,optin,gated
C1,lying awake,Cholesterol Relief Community,866655706540346,2126355604950678,2026-06-09,True,81,DE,facebook|instagram|audience_network|threads,2,I refused Metformin for 3 years. Here's what happened to my blood sugar.,Natural Relief in Weeks,shop.pipitea.com,12001,81,81,False,3,False,18-65,All,DEAL ENDING IN:,optin,gated
C1,lying awake,Cholesterol Relief Community,866655706540346,1764904544497154,2026-06-09,True,81,NL,facebook|instagram|audience_network|threads,2,I refused Metformin for 3 years. Here's what happened to my blood sugar.,Natural Relief in Weeks,shop.pipitea.com,83745,81,81,False,3,False,18-65,All,DEAL ENDING IN:,optin,gated
C1,lying awake,Cholesterol Relief Community,866655706540346,940120315726950,2026-06-09,True,81,NL,facebook|instagram|audience_network|threads,2,I refused Metformin for 3 years. Here's what happened to my blood sugar.,Natural Relief in Weeks,shop.pipitea.com,746,81,81,False,3,False,18-65,All,DEAL ENDING IN:,optin,gated
C1,lying awake,Cholesterol Relief Community,866655706540346,2126355604950678,2026-06-09,True,81,NL,facebook|instagram|audience_network|threads,2,I refused Metformin for 3 years. Here's what happened to my blood sugar.,Natural Relief in Weeks,shop.pipitea.com,12001,81,81,False,3,False,18-65,All,DEAL ENDING IN:,optin,gated
C2,mental load,Lara Weiss,719854997881160,998687253122849,2026-06-09,True,81,DE,facebook,1,"Er macht beruflich weiter wie bisher. Du jonglierst den Wiedereinstieg, die Kita-Eingewöhnung",Zur kostenlosen Facebook™ Gruppe,go.laraweiss-elterncoaching.de,22213,81,81,False,1,False,25-45,Women,,,
C8,stresscoach,Krea-u,112332826825707,2810335519305498,2026-06-09,True,81,DK,facebook|instagram|audience_network|messenger|threads,1,Tag kollegaerne under armen til et hyggeligt og kreativt firmaarrangement hos KREA-U midt i Herning!,Book et sjovt firmaarrangement,krea-u.dk,5271,81,81,False,1,False,18-65,Women,Dit kreative værksted i Herning,unknown,gated
C8,overtænker,Stærkt Sind,105178451454928,1764329998262424,2026-06-09,True,81,DK,facebook|instagram|audience_network,1,"Du bruger enormt meget energi på at regne ud, hvad andre forventer af dig.",Tryg og afklarende session 400 kr. (normalpris 1.500 kr.),fb.me,377,81,81,False,1,False,25-65,All,,,
C8,overtænker,Stærkt Sind,105178451454928,1749362646051214,2026-06-09,True,81,DK,facebook|instagram|audience_network,1,"Du bruger enormt meget energi på at regne ud, hvad andre forventer af dig.",Tryg og afklarende session 400 kr. (normalpris 1.500 kr.),fb.me,676,81,81,False,1,False,25-65,All,,,
C8,overtænker,Stærkt Sind,105178451454928,990601846885252,2026-06-09,True,81,DK,facebook|instagram|audience_network,1,"Du bruger enormt meget energi på at regne ud, hvad andre forventer af dig.",Tryg og afklarende session 400 kr. (normalpris 1.500 kr.),fb.me,61,81,81,False,1,False,25-65,All,,,
C8,overtænker,Stærkt Sind,105178451454928,1533847425063920,2026-06-09,True,81,DK,facebook|instagram|audience_network,1,"Du bruger enormt meget energi på at regne ud, hvad andre forventer af dig.",Tryg og afklarende session 400 kr. (normalpris 1.500 kr.),fb.me,211,81,81,False,1,False,25-65,All,,,
C2,can't switch off,Flowlife,599290360251441,1030122309372105,2026-06-11,True,79,DK,facebook|instagram|audience_network|messenger|threads,1,Restless nights? Can't switch off after screens?,Flowglasses Night Sync 03,flowlife.com,91,79,79,False,3,False,18-65,All,Recovery & Performance Systems from Scandinavia | Flowlife,direct_checkout,500 DKK
C2,can't switch off,Flowlife,599290360251441,1030122309372105,2026-06-11,True,79,DE,facebook|instagram|audience_network|messenger|threads,1,Restless nights? Can't switch off after screens?,Flowglasses Night Sync 03,flowlife.com,91,79,79,False,3,False,18-65,All,Recovery & Performance Systems from Scandinavia | Flowlife,direct_checkout,500 DKK
C2,can't switch off,Flowlife,599290360251441,1284901440475751,2026-06-11,True,79,GB,facebook|instagram|audience_network|messenger|threads,1,Restless nights? Can't switch off after screens?,Flowglasses Night Sync 03,flowlife.com,,79,79,False,3,False,18-65,All,Recovery & Performance Systems from Scandinavia | Flowlife,direct_checkout,500 DKK
C8,overtænker,Stærkt Sind,105178451454928,1334265048885385,2026-06-12,True,78,DK,facebook|instagram|audience_network,1,"Du bruger enormt meget energi på at regne ud, hvad andre forventer af dig.",Tryg og afklarende session 400 kr. (normalpris 1.500 kr.),fb.me,822,81,81,False,1,False,25-65,All,,,
C4,somatic,LifeVision Lab,634579229737403,1461253459381138,2026-06-13,True,77,DK,facebook|instagram|audience_network|messenger|threads,1,🔑 I just found the key.,You're not stuck. You're looping.,skool.com,1155,77,77,False,1,False,25-65,All,Skool: Discover Communities or Create Your Own,direct_checkout,$9/mo
C4,regulate your nervous system,Yoga Health & Wellness,510121182390112,2181138769388760,2026-06-13,True,77,GB,facebook|instagram|messenger|threads,1,Ever noticed how stress convinces you to do more when what your body really needs is to pause?,Stress wires in. Calm can too.,https://yogahealthandwellness.co.uk/,,77,77,False,1,False,18-65,Women,"Somatics, Hypnotherapy & NLP, Reiki and 1:1 Yoga Sessions in Canterbury, Kent",application_form,gated
C8,overtænker,Stærkt Sind,105178451454928,962063853326972,2026-06-13,True,77,DK,facebook|instagram|audience_network,1,"Du bruger enormt meget energi på at regne ud, hvad andre forventer af dig.",Tryg og afklarende session 400 kr. (normalpris 1.500 kr.),fb.me,65,81,81,False,1,False,25-65,All,,,
C2,can't switch off,Davincified,262435990286814,26408153858859833,2026-06-14,True,76,DE,facebook|instagram|audience_network|messenger|threads,1,"Your brain won't stop. You've tried everything — the app, the playlist, the scroll — and you still can't switch off. There's a $200 therapy copay for that, or there's this: pick up a brush, follow the numbers, and watch",Find Your Quiet in One Brushstroke,davincified.com,456,76,76,False,5,False,18-65,All,Premium paint by numbers kits  for all skill levels.,direct_checkout,$9.50
C2,can't switch off,Davincified,262435990286814,26408153858859833,2026-06-14,True,76,NL,facebook|instagram|audience_network|messenger|threads,1,"Your brain won't stop. You've tried everything — the app, the playlist, the scroll — and you still can't switch off. There's a $200 therapy copay for that, or there's this: pick up a brush, follow the numbers, and watch",Find Your Quiet in One Brushstroke,davincified.com,456,76,76,False,5,False,18-65,All,Premium paint by numbers kits  for all skill levels.,direct_checkout,$9.50
C2,can't switch off,Davincified,262435990286814,26408153858859833,2026-06-14,True,76,GB,facebook|instagram|audience_network|messenger|threads,1,"Your brain won't stop. You've tried everything — the app, the playlist, the scroll — and you still can't switch off. There's a $200 therapy copay for that, or there's this: pick up a brush, follow the numbers, and watch",Find Your Quiet in One Brushstroke,davincified.com,456,76,76,False,5,False,18-65,All,Premium paint by numbers kits  for all skill levels.,direct_checkout,$9.50
C2,can't switch off,Davincified,262435990286814,26408153858859833,2026-06-14,True,76,US,facebook|instagram|audience_network|messenger|threads,1,"Your brain won't stop. You've tried everything — the app, the playlist, the scroll — and you still can't switch off. There's a $200 therapy copay for that, or there's this: pick up a brush, follow the numbers, and watch",Find Your Quiet in One Brushstroke,davincified.com,456,76,76,False,5,False,18-65,All,Premium paint by numbers kits  for all skill levels.,direct_checkout,$9.50
C2,can't switch off,Davincified,262435990286814,26408153858859833,2026-06-14,True,76,AU,facebook|instagram|audience_network|messenger|threads,1,"Your brain won't stop. You've tried everything — the app, the playlist, the scroll — and you still can't switch off. There's a $200 therapy copay for that, or there's this: pick up a brush, follow the numbers, and watch",Find Your Quiet in One Brushstroke,davincified.com,456,76,76,False,5,False,18-65,All,Premium paint by numbers kits  for all skill levels.,direct_checkout,$9.50
C4,dysregulated,Tanisha Martinez,1126691457186191,1332060888397302,2026-06-14,True,76,GB,facebook|instagram|messenger|threads,1,My 9yr old still wets the bed. He stuffed his wet pull-up under his pillow last night and didn't tell me.,My 9yr old still wets the bed 😢,trysaphire.com,,76,76,False,2,False,18-65,All,,direct_checkout,$50
C4,dysregulated,Tanisha Martinez,1126691457186191,1026864609870119,2026-06-14,True,76,GB,facebook|instagram|messenger|threads,1,My 9yr old still wets the bed. He stuffed his wet pull-up under his pillow last night and didn't tell me.,My 9yr old still wets the bed 😢,trysaphire.com,,76,76,False,2,False,18-65,All,,direct_checkout,$50
C4,dysregulated,Tanisha Martinez,1126691457186191,1324485479186531,2026-06-14,True,76,GB,facebook|instagram|messenger|threads,1,My 9yr old still wets the bed. He stuffed his wet pull-up under his pillow last night and didn't tell me.,My 9yr old still wets the bed 😢,trysaphire.com,,76,76,False,2,False,18-65,All,,direct_checkout,$50
C4,dysregulated,Tanisha Martinez,1126691457186191,2479351059158698,2026-06-14,True,76,GB,facebook|instagram|messenger|threads,1,My 9yr old still wets the bed. He stuffed his wet pull-up under his pillow last night and didn't tell me.,My 9yr old still wets the bed 😢,trysaphire.com,,76,76,False,2,False,18-65,All,,direct_checkout,$50
C4,dysregulated,Tanisha Martinez,1126691457186191,1332060888397302,2026-06-14,True,76,AU,facebook|instagram|messenger|threads,1,My 9yr old still wets the bed. He stuffed his wet pull-up under his pillow last night and didn't tell me.,My 9yr old still wets the bed 😢,trysaphire.com,,76,76,False,2,False,18-65,All,,direct_checkout,$50
C4,dysregulated,Tanisha Martinez,1126691457186191,1026864609870119,2026-06-14,True,76,AU,facebook|instagram|messenger|threads,1,My 9yr old still wets the bed. He stuffed his wet pull-up under his pillow last night and didn't tell me.,My 9yr old still wets the bed 😢,trysaphire.com,,76,76,False,2,False,18-65,All,,direct_checkout,$50
C4,dysregulated,Tanisha Martinez,1126691457186191,1324485479186531,2026-06-14,True,76,AU,facebook|instagram|messenger|threads,1,My 9yr old still wets the bed. He stuffed his wet pull-up under his pillow last night and didn't tell me.,My 9yr old still wets the bed 😢,trysaphire.com,,76,76,False,2,False,18-65,All,,direct_checkout,$50
C4,dysregulated,Tanisha Martinez,1126691457186191,2479351059158698,2026-06-14,True,76,AU,facebook|instagram|messenger|threads,1,My 9yr old still wets the bed. He stuffed his wet pull-up under his pillow last night and didn't tell me.,My 9yr old still wets the bed 😢,trysaphire.com,,76,76,False,2,False,18-65,All,,direct_checkout,$50
C4,somatic,LifeArchitect,192818191306558,2096210450960812,2026-06-14,True,76,DK,facebook|instagram|messenger|threads,1,Experience a healing IFS Journey in Portugal with Jory Agate in October 2026 🧘‍♀️,7-Day Retreat in Portugal with Jory Agate,lifearchitect.com,15169,76,76,False,1,False,25-65,All,Your nurturing space for professional growth and transformative experiences,direct_checkout,22KR
C8,overtænker,Stærkt Sind,105178451454928,856390643722190,2026-06-14,True,76,DK,facebook|instagram|audience_network,1,"Du bruger enormt meget energi på at regne ud, hvad andre forventer af dig.",Tryg og afklarende session 400 kr. (normalpris 1.500 kr.),fb.me,58,81,81,False,1,False,25-65,All,,,
C8,overtænker,Stærkt Sind,105178451454928,1929048881092640,2026-06-15,True,75,DK,facebook|instagram|audience_network,1,"Du bruger enormt meget energi på at regne ud, hvad andre forventer af dig.",Tryg og afklarende session 400 kr. (normalpris 1.500 kr.),fb.me,105,81,81,False,1,False,25-65,All,,,
C4,dysregulated,Dr. Greg D Raymond,1071688112690624,1564833368537754,2026-06-16,True,74,GB,facebook|instagram|audience_network|messenger|threads,1,"If your belly won't move no matter what you eat or how much you exercise, cortisol is almost certainly the reason. High cortisol tells your body to store fat specifically in the abdomen, spikes hunger, kills fullness signals, and wrecks sleep, which raises cortisol again the next morning and keeps the whole cycle running.",Regulate your cortisol and lose that belly fat,rituallabs.shop,,74,74,False,3,False,18-65,All,,direct_checkout,$1
C4,dysregulated,Build Legends,106158662257294,1008400568590422,2026-06-16,True,74,GB,facebook|instagram|messenger|threads,1,Watch Maya. She's not being bad.,Every parent should see this,try.buildlegends.com,,74,74,False,1,False,18-65,All,Legends,unknown,$1
C4,dysregulated,Dr. Greg D Raymond,1071688112690624,1564833368537754,2026-06-16,True,74,US,facebook|instagram|audience_network|messenger|threads,1,"If your belly won't move no matter what you eat or how much you exercise, cortisol is almost certainly the reason. High cortisol tells your body to store fat specifically in the abdomen, spikes hunger, kills fullness signals, and wrecks sleep, which raises cortisol again the next morning and keeps the whole cycle running.",Regulate your cortisol and lose that belly fat,rituallabs.shop,,74,74,False,3,False,18-65,All,,direct_checkout,$1
C4,dysregulated,Dr. Greg D Raymond,1071688112690624,1564833368537754,2026-06-16,True,74,AU,facebook|instagram|audience_network|messenger|threads,1,"If your belly won't move no matter what you eat or how much you exercise, cortisol is almost certainly the reason. High cortisol tells your body to store fat specifically in the abdomen, spikes hunger, kills fullness signals, and wrecks sleep, which raises cortisol again the next morning and keeps the whole cycle running.",Regulate your cortisol and lose that belly fat,rituallabs.shop,,74,74,False,3,False,18-65,All,,direct_checkout,$1
C4,somatic,LifeArchitect,192818191306558,1524339666380437,2026-06-16,True,74,DK,facebook|instagram|messenger|threads,1,Experience a healing IFS Journey in Portugal with Jory Agate in October 2026 🧘‍♀️,7-Day Retreat in Portugal with Jory Agate,lifearchitect.com,3866,76,76,False,1,False,25-65,All,Your nurturing space for professional growth and transformative experiences,direct_checkout,22KR
C4,somatic,LifeArchitect,192818191306558,1605450861179318,2026-06-16,True,74,DK,facebook|instagram|messenger|threads,1,Experience a healing IFS Journey in Portugal with Jory Agate in October 2026 🧘‍♀️,7-Day Retreat in Portugal with Jory Agate,lifearchitect.com,5799,76,76,False,1,False,25-65,All,Your nurturing space for professional growth and transformative experiences,direct_checkout,22KR
C7,executive dysfunction,Autism Parenting Magazine,448580148545013,1034809632438749,2026-06-16,True,74,GB,facebook|instagram|audience_network|messenger|threads,2,You follow the advice. You try the strategies. You show up every day for your child.,You’re doing everything right… So why is it still so hard?,AutismParentingMagazine.com,803,74,74,False,3,False,18-65,All,Autism Parenting Magazine,application_form,$1
C7,executive dysfunction,Autism Parenting Magazine,448580148545013,1034809632438749,2026-06-16,True,74,US,facebook|instagram|audience_network|messenger|threads,2,You follow the advice. You try the strategies. You show up every day for your child.,You’re doing everything right… So why is it still so hard?,AutismParentingMagazine.com,803,74,74,False,3,False,18-65,All,Autism Parenting Magazine,application_form,$1
C7,executive dysfunction,Autism Parenting Magazine,448580148545013,1034809632438749,2026-06-16,True,74,AU,facebook|instagram|audience_network|messenger|threads,2,You follow the advice. You try the strategies. You show up every day for your child.,You’re doing everything right… So why is it still so hard?,AutismParentingMagazine.com,803,74,74,False,3,False,18-65,All,Autism Parenting Magazine,application_form,$1
C2,can't switch off,Hibernault Audio,1185339027991166,1955573235150210,2026-06-17,True,73,DK,facebook|instagram,1,Still awake? For the nights you can't switch off. Slow binaural sleep sound to sink under.,Binaural Deep Sleep Playlist,hypeddit.com,40933,73,73,False,6,False,18-57,All,Music Promotion Services That Actually Work,application_form,$10 per mo
C2,can't switch off,Hibernault Audio,1185339027991166,1955573235150210,2026-06-17,True,73,DE,facebook|instagram,1,Still awake? For the nights you can't switch off. Slow binaural sleep sound to sink under.,Binaural Deep Sleep Playlist,hypeddit.com,40933,73,73,False,6,False,18-57,All,Music Promotion Services That Actually Work,application_form,$10 per mo
C2,can't switch off,Hibernault Audio,1185339027991166,1955573235150210,2026-06-17,True,73,NL,facebook|instagram,1,Still awake? For the nights you can't switch off. Slow binaural sleep sound to sink under.,Binaural Deep Sleep Playlist,hypeddit.com,40933,73,73,False,6,False,18-57,All,Music Promotion Services That Actually Work,application_form,$10 per mo
C2,can't switch off,Hibernault Audio,1185339027991166,1955573235150210,2026-06-17,True,73,GB,facebook|instagram,1,Still awake? For the nights you can't switch off. Slow binaural sleep sound to sink under.,Binaural Deep Sleep Playlist,hypeddit.com,40933,73,73,False,6,False,18-57,All,Music Promotion Services That Actually Work,application_form,$10 per mo
C2,can't switch off,Hibernault Audio,1185339027991166,1955573235150210,2026-06-17,True,73,US,facebook|instagram,1,Still awake? For the nights you can't switch off. Slow binaural sleep sound to sink under.,Binaural Deep Sleep Playlist,hypeddit.com,40933,73,73,False,6,False,18-57,All,Music Promotion Services That Actually Work,application_form,$10 per mo
C2,can't switch off,Hibernault Audio,1185339027991166,1955573235150210,2026-06-17,True,73,AU,facebook|instagram,1,Still awake? For the nights you can't switch off. Slow binaural sleep sound to sink under.,Binaural Deep Sleep Playlist,hypeddit.com,40933,73,73,False,6,False,18-57,All,Music Promotion Services That Actually Work,application_form,$10 per mo
C7,executive dysfunction,Autism Parenting Magazine,448580148545013,1697991244536452,2026-06-17,True,73,GB,facebook|instagram|audience_network|messenger|threads,2,Every child communicates in their own unique way.,You’re doing everything right… So why is it still so hard?,AutismParentingMagazine.com,616,73,73,False,3,False,18-65,All,Autism Parenting Magazine,application_form,$1
C7,executive dysfunction,Autism Parenting Magazine,448580148545013,1697991244536452,2026-06-17,True,73,US,facebook|instagram|audience_network|messenger|threads,2,Every child communicates in their own unique way.,You’re doing everything right… So why is it still so hard?,AutismParentingMagazine.com,616,73,73,False,3,False,18-65,All,Autism Parenting Magazine,application_form,$1
C7,executive dysfunction,Autism Parenting Magazine,448580148545013,1697991244536452,2026-06-17,True,73,AU,facebook|instagram|audience_network|messenger|threads,2,Every child communicates in their own unique way.,You’re doing everything right… So why is it still so hard?,AutismParentingMagazine.com,616,73,73,False,3,False,18-65,All,Autism Parenting Magazine,application_form,$1
C8,psykisk arbejdsmiljø,Credin Danmark,164917860048687,2099938914238150,2026-06-17,True,73,DK,facebook|instagram|threads,1,Det ligger os meget på sinde at sikre et godt arbejdsmiljø hos Credin 🤝,,credin.dk,63956,73,73,False,1,False,25-65,All,Credin | Eksperter i Bageriingredienser for moderne bagerier - Credin,unknown,gated
C2,can't switch off,John Davidson,105586462206105,3166078310242213,2026-06-18,True,72,GB,facebook|instagram|audience_network|messenger|threads,5,"Business owners, CEOs, high-achieving fathers.",Do It For Your Kids,www.5simpleshifts.net,,72,72,False,1,False,35-55,Men,Get Instant Access,optin,gated
C2,can't switch off,John Davidson,105586462206105,37028585276725625,2026-06-18,True,72,GB,facebook|instagram|audience_network|messenger|threads,5,"Every day I talk to professional men that are feeling trapped, overwhelmed and burnt out at work.",How to Win Back 50% of Your Time,5simpleshifts.net,,72,72,False,1,False,35-55,Men,,,
C4,somatic,Health Library,1223346947518797,2041633333103384,2026-06-18,True,72,DK,facebook|instagram|audience_network|messenger|threads,2,Sunt zile în care totul pare mai greu decât ar trebui.,O rutină simplă pentru a reveni la centrul tău 🌿,healthy.com,349,72,72,False,1,False,18-65,All,,,
C1,lying awake,Nesti,752374267952796,1058990816654715,2026-06-19,True,71,DK,facebook|instagram|audience_network|messenger|threads,1,"When your child's anxiety makes bedtime feel impossible, it's exhausting for everyone.",Calm Their Anxiety at Bedtime. Without the Battle.,nestishop.com,440,71,71,False,3,False,18-65,All,,direct_checkout,$56.50
